ticker,strategy,split,trades,RCSI_z,p,pct,class
SPY,trend_pullback,train,80,-0.6629586478820233,0.71900826446281,28.92561983471074,Negative Skill
SPY,trend_pullback,validation,24,0.6701702440307623,0.24793388429752067,76.03305785123968,Random / Luck
SPY,trend_pullback,holdout,28,0.13340146480723053,0.4475873544093178,55.40765391014975,Random / Luck
SPY,breakout_volume_momentum,train,70,0.5183588682842124,0.2975206611570248,71.07438016528926,Random / Luck
SPY,breakout_volume_momentum,validation,19,-0.4191028314696474,0.6611570247933884,34.710743801652896,Random / Luck
SPY,breakout_volume_momentum,holdout,26,-0.9641289959235978,0.8252911813643927,17.637271214642265,Negative Skill
SPY,mean_reversion_vol_filter,train,6,-0.723594192033743,0.7851239669421488,22.31404958677686,Negative Skill
SPY,mean_reversion_vol_filter,validation,4,-1.4498984634040561,0.9586776859504132,4.958677685950414,Negative Skill
SPY,mean_reversion_vol_filter,holdout,6,0.6739945663515947,0.27287853577371046,72.87853577371048,Random / Luck
SPY,trend_momentum_verification,train,50,-0.31084844428466063,0.5867768595041323,42.14876033057851,Random / Luck
SPY,trend_momentum_verification,validation,26,-1.4942862204336902,0.9586776859504132,4.958677685950414,Negative Skill
SPY,trend_momentum_verification,holdout,23,-0.028150800107172982,0.4841930116472546,51.74708818635607,Random / Luck
SPY,adx_trend_following,train,72,-0.46808012961534073,0.6363636363636364,37.1900826446281,Random / Luck
SPY,adx_trend_following,validation,32,-1.2786191882929019,0.9504132231404959,5.785123966942149,Negative Skill
SPY,adx_trend_following,holdout,34,-0.7587221681046067,0.757071547420965,24.459234608985025,Negative Skill
SPY,uptrend_oversold_reversion,train,31,-0.2161709491973379,0.5785123966942148,42.97520661157025,Random / Luck
SPY,uptrend_oversold_reversion,validation,27,0.05046680809590176,0.4628099173553719,54.54545454545454,Random / Luck
SPY,uptrend_oversold_reversion,holdout,18,1.1595020569898267,0.12146422628951747,88.01996672212978,Weak Skill
SPY,volatility_squeeze_breakout,train,19,-0.10954275473045688,0.5206611570247934,48.760330578512395,Random / Luck
SPY,volatility_squeeze_breakout,validation,5,-0.80151079445755,0.7768595041322314,23.140495867768596,Negative Skill
SPY,volatility_squeeze_breakout,holdout,6,-0.2597227218702135,0.6389351081530782,36.272878535773714,Random / Luck
SPY,random,train,179,-1.4671686507747088,0.9504132231404959,5.785123966942149,Negative Skill
SPY,random,validation,64,-0.4487644599385581,0.6776859504132231,33.057851239669425,Random / Luck
SPY,random,holdout,64,-0.3718629097063482,0.6023294509151415,39.93344425956739,Random / Luck
QQQ,trend_pullback,train,63,0.009490023561347273,0.48760330578512395,52.066115702479344,Random / Luck
QQQ,trend_pullback,validation,22,0.3593874715064066,0.39669421487603307,61.15702479338842,Random / Luck
QQQ,trend_pullback,holdout,24,-0.05323617108168019,0.5091514143094842,49.25124792013311,Random / Luck
QQQ,breakout_volume_momentum,train,58,0.7391377818183554,0.19834710743801653,80.99173553719008,Weak Skill
QQQ,breakout_volume_momentum,validation,23,-0.8002560729248724,0.768595041322314,23.96694214876033,Negative Skill
QQQ,breakout_volume_momentum,holdout,18,-0.2882131812468977,0.5823627287853578,41.930116472545755,Random / Luck
QQQ,mean_reversion_vol_filter,train,1,-6.573711027818628,1.0,0.8264462809917356,Negative Skill
QQQ,mean_reversion_vol_filter,validation,1,0.8442846744868147,0.1487603305785124,85.9504132231405,Weak Skill
QQQ,mean_reversion_vol_filter,holdout,2,0.12122298549309235,0.46755407653910147,53.41098169717138,Random / Luck
QQQ,trend_momentum_verification,train,49,1.1147617842850357,0.17355371900826447,83.47107438016529,Weak Skill
QQQ,trend_momentum_verification,validation,23,-0.9008620906218003,0.7933884297520661,21.487603305785125,Negative Skill
QQQ,trend_momentum_verification,holdout,14,0.9171868391568209,0.18635607321131448,81.53078202995009,Weak Skill
QQQ,adx_trend_following,train,56,-0.27559296868663935,0.5537190082644629,45.45454545454545,Random / Luck
QQQ,adx_trend_following,validation,30,-0.6728787374827689,0.7107438016528925,29.75206611570248,Negative Skill
QQQ,adx_trend_following,holdout,26,-0.19367060561791372,0.5440931780366056,45.75707154742096,Random / Luck
QQQ,uptrend_oversold_reversion,train,46,1.5096795299860253,0.10743801652892562,90.08264462809917,Weak Skill
QQQ,uptrend_oversold_reversion,validation,10,-0.36469564834913604,0.6776859504132231,33.057851239669425,Random / Luck
QQQ,uptrend_oversold_reversion,holdout,18,-1.8703140776055855,0.9750415973377704,2.6622296173044924,Negative Skill
QQQ,volatility_squeeze_breakout,train,11,-1.0804897181608106,0.8512396694214877,15.702479338842975,Negative Skill
QQQ,volatility_squeeze_breakout,validation,7,-0.44741559904897743,0.6942148760330579,31.40495867768595,Random / Luck
QQQ,volatility_squeeze_breakout,holdout,3,-0.10088403111328015,0.562396006655574,43.92678868552412,Random / Luck
QQQ,random,train,142,0.33654357511880556,0.2727272727272727,73.55371900826447,Random / Luck
QQQ,random,validation,46,-0.9438182717104704,0.8181818181818182,19.00826446280992,Negative Skill
QQQ,random,holdout,46,-0.29414499208379336,0.5856905158069884,41.597337770382694,Random / Luck
BTC-USD,trend_pullback,train,31,-0.650791888093528,0.8264462809917356,18.181818181818183,Negative Skill
BTC-USD,trend_pullback,validation,9,0.9507794340188841,0.1487603305785124,85.9504132231405,Weak Skill
BTC-USD,trend_pullback,holdout,13,-1.254702084118014,0.9417637271214643,5.990016638935108,Negative Skill
BTC-USD,breakout_volume_momentum,train,55,4.713005553456434,0.01652892561983471,99.17355371900827,Strong Skill
BTC-USD,breakout_volume_momentum,validation,19,-0.002067891853760231,0.4297520661157025,57.85123966942148,Random / Luck
BTC-USD,breakout_volume_momentum,holdout,19,-0.5990867636931533,0.7071547420965059,29.45091514143095,Negative Skill
BTC-USD,mean_reversion_vol_filter,train,0,0.0,1.0,100.0,No Trades
BTC-USD,mean_reversion_vol_filter,validation,0,0.0,1.0,100.0,No Trades
BTC-USD,mean_reversion_vol_filter,holdout,0,0.0,1.0,100.0,No Trades
BTC-USD,trend_momentum_verification,train,23,1.3663102118651098,0.09090909090909091,91.73553719008265,Weak Skill
BTC-USD,trend_momentum_verification,validation,4,0.8539532684164455,0.17355371900826447,83.47107438016529,Weak Skill
BTC-USD,trend_momentum_verification,holdout,8,1.3785891743217236,0.10316139767054909,89.85024958402661,Weak Skill
BTC-USD,adx_trend_following,train,47,4.730442024828467,0.01652892561983471,99.17355371900827,Strong Skill
BTC-USD,adx_trend_following,validation,9,-0.06799008147855376,0.49586776859504134,51.2396694214876,Random / Luck
BTC-USD,adx_trend_following,holdout,12,0.19168099274860895,0.3793677204658902,62.229617304492514,Random / Luck
BTC-USD,uptrend_oversold_reversion,train,14,-1.0746923375621191,0.9090909090909091,9.917355371900827,Negative Skill
BTC-USD,uptrend_oversold_reversion,validation,7,2.863970409178517,0.008264462809917356,100.0,Strong Skill
BTC-USD,uptrend_oversold_reversion,holdout,11,0.8744388782243936,0.19633943427620631,80.5324459234609,Weak Skill
BTC-USD,volatility_squeeze_breakout,train,9,0.504778248256737,0.2231404958677686,78.51239669421489,Random / Luck
BTC-USD,volatility_squeeze_breakout,validation,0,0.0,1.0,100.0,No Trades
BTC-USD,volatility_squeeze_breakout,holdout,2,1.3804602730606872,0.07321131447587355,92.84525790349417,Weak Skill
BTC-USD,random,train,98,-0.6555302794581419,0.7851239669421488,22.31404958677686,Negative Skill
BTC-USD,random,validation,28,2.3346298906745933,0.05785123966942149,95.0413223140496,Weak Skill
BTC-USD,random,holdout,28,-1.170603452059921,0.908485856905158,9.317803660565724,Negative Skill
EURUSD=X,trend_pullback,train,37,2.0263475945453875,0.049586776859504134,95.86776859504133,Strong Skill
EURUSD=X,trend_pullback,validation,10,0.5470018559417956,0.24793388429752067,76.03305785123968,Random / Luck
EURUSD=X,trend_pullback,holdout,12,0.2946138431164143,0.3860232945091514,61.56405990016639,Random / Luck
EURUSD=X,breakout_volume_momentum,train,35,0.3736293278756253,0.3140495867768595,69.42148760330579,Random / Luck
EURUSD=X,breakout_volume_momentum,validation,8,-0.3249667831887437,0.5950413223140496,41.32231404958678,Random / Luck
EURUSD=X,breakout_volume_momentum,holdout,7,-1.0135656927329504,0.8336106489184693,16.80532445923461,Negative Skill
EURUSD=X,mean_reversion_vol_filter,train,13,-0.10173586615002655,0.5289256198347108,47.93388429752066,Random / Luck
EURUSD=X,mean_reversion_vol_filter,validation,21,-0.42437797955532336,0.6033057851239669,40.49586776859504,Random / Luck
EURUSD=X,mean_reversion_vol_filter,holdout,13,0.05274115711434916,0.46755407653910147,53.41098169717138,Random / Luck
EURUSD=X,trend_momentum_verification,train,28,0.8041562265380369,0.18181818181818182,82.64462809917356,Weak Skill
EURUSD=X,trend_momentum_verification,validation,6,1.716415521165795,0.09090909090909091,91.73553719008265,Weak Skill
EURUSD=X,trend_momentum_verification,holdout,7,-0.9407878122931709,0.8336106489184693,16.80532445923461,Negative Skill
EURUSD=X,adx_trend_following,train,32,-0.020459037238219527,0.4628099173553719,54.54545454545454,Random / Luck
EURUSD=X,adx_trend_following,validation,9,1.5262527847278777,0.09090909090909091,91.73553719008265,Weak Skill
EURUSD=X,adx_trend_following,holdout,12,-2.065660699617562,0.9816971713810316,1.9966722129783694,Negative Skill
EURUSD=X,uptrend_oversold_reversion,train,22,0.8600522936351522,0.2066115702479339,80.16528925619835,Random / Luck
EURUSD=X,uptrend_oversold_reversion,validation,7,-1.0866422055699418,0.8677685950413223,14.049586776859504,Negative Skill
EURUSD=X,uptrend_oversold_reversion,holdout,8,-1.1657307300890938,0.8885191347753744,11.314475873544092,Negative Skill
EURUSD=X,volatility_squeeze_breakout,train,10,0.559013296066866,0.30578512396694213,70.24793388429752,Random / Luck
EURUSD=X,volatility_squeeze_breakout,validation,2,0.04311469363096385,0.48760330578512395,52.066115702479344,Random / Luck
EURUSD=X,volatility_squeeze_breakout,holdout,5,-1.201490680077634,0.8818635607321131,11.980033277870216,Negative Skill
EURUSD=X,random,train,127,-0.7527395447391295,0.7768595041322314,23.140495867768596,Negative Skill
EURUSD=X,random,validation,41,-0.15459612864911043,0.5702479338842975,43.80165289256198,Random / Luck
EURUSD=X,random,holdout,41,-0.3854569342569401,0.6455906821963394,35.60732113144759,Random / Luck
NQ=F,trend_pullback,train,67,-0.6538564843717427,0.6942148760330579,31.40495867768595,Negative Skill
NQ=F,trend_pullback,validation,28,0.7825080201361181,0.21487603305785125,79.33884297520662,Random / Luck
NQ=F,trend_pullback,holdout,24,-0.28977000272546805,0.5840266222961731,41.76372712146423,Random / Luck
NQ=F,breakout_volume_momentum,train,58,-0.4210206897907248,0.6446280991735537,36.36363636363637,Random / Luck
NQ=F,breakout_volume_momentum,validation,20,-0.47113903856810574,0.6611570247933884,34.710743801652896,Random / Luck
NQ=F,breakout_volume_momentum,holdout,11,-0.5112022341963263,0.670549084858569,33.11148086522462,Negative Skill
NQ=F,mean_reversion_vol_filter,train,2,0.3106177426631093,0.4132231404958678,59.50413223140496,Random / Luck
NQ=F,mean_reversion_vol_filter,validation,2,0.4942844575156429,0.3305785123966942,67.76859504132231,Random / Luck
NQ=F,mean_reversion_vol_filter,holdout,1,-0.8407943566708233,0.8252911813643927,17.637271214642265,Negative Skill
NQ=F,trend_momentum_verification,train,48,-0.40840922928179957,0.6198347107438017,38.84297520661157,Random / Luck
NQ=F,trend_momentum_verification,validation,20,-0.18904490178240282,0.5619834710743802,44.62809917355372,Random / Luck
NQ=F,trend_momentum_verification,holdout,19,-0.06698100738674746,0.47920133111480867,52.24625623960066,Random / Luck
NQ=F,adx_trend_following,train,59,-0.8664426439483239,0.8181818181818182,19.00826446280992,Negative Skill
NQ=F,adx_trend_following,validation,27,-0.837618321590457,0.8099173553719008,19.834710743801654,Negative Skill
NQ=F,adx_trend_following,holdout,22,-0.257045363555159,0.5790349417637272,42.26289517470882,Random / Luck
NQ=F,uptrend_oversold_reversion,train,42,2.413752962753946,0.024793388429752067,98.34710743801654,Strong Skill
NQ=F,uptrend_oversold_reversion,validation,12,-0.7418484019355692,0.8429752066115702,16.528925619834713,Negative Skill
NQ=F,uptrend_oversold_reversion,holdout,18,-0.9232806260609517,0.8302828618968386,17.13810316139767,Negative Skill
NQ=F,volatility_squeeze_breakout,train,12,-0.2090470836813496,0.5785123966942148,42.97520661157025,Random / Luck
NQ=F,volatility_squeeze_breakout,validation,3,-0.33482385459589764,0.6363636363636364,37.1900826446281,Random / Luck
NQ=F,volatility_squeeze_breakout,holdout,4,-0.5768192344198163,0.7237936772046589,27.787021630615637,Negative Skill
NQ=F,random,train,144,2.324607549519442,0.03305785123966942,97.52066115702479,Strong Skill
NQ=F,random,validation,46,1.3263900018101686,0.10743801652892562,90.08264462809917,Weak Skill
NQ=F,random,holdout,46,0.0017989098904311264,0.43594009983361065,56.57237936772047,Random / Luck
